req_id,req_text,source,true_label,notes
REQ-637,"Standard Theater Army Command and Control System (STACCS) System Software Programmers 
Manual, Draft.",dii,,
REQ-638,"Global Command and Control System (GCCS) Integration Standard, Version 1.0, October 1994.",dii,,
REQ-639,"Global Command and Control System (GCCS) Common Operating Environment Baseline, DISA, 28 November1994.",dii,,
REQ-640,"User Interface Specifications for Global Command and Control System (GCCS), Version 1.0, October 1994.",dii,,
REQ-641,"Draft Architectural Design Document for the Global Command and Control System (GCCS) Common Operating Environment 
(COE), Version 3, 24 July, 1994.",dii,,
REQ-642,"MIL-STD-498 Military Standard - Software Development and Documentation,",dii,,
REQ-643,"FIPS PUB 127-2 Database Language SQL - Federal Information Processing Standards 
Publication 127-2, 2 June, 1993.",dii,,
REQ-644,MIL-STD-6040 Military Standard –,dii,,
REQ-645,ISO/IEC 9070 Formal Public Identifier,dii,,
REQ-646,NON-GOVERNMENT DOCUMENTS,dii,,
REQ-647,"Petrucci, Steve, ""Cross-Platform Power Tools, Application Developers 
for the Macintosh, Windows, and Windows NT"", Random House Electronic Publishing, 
1993.Donald Lewine,""POSIX Programmer's Guide"", O'Reilly & Associates, Inc. 1991.
W3C Working Draft ""Namespaces in XML""",dii,,
REQ-648,REQUIRED STATES AND MODES,dii,,
REQ-649,"Environmental Mode: This is the real-time operations that must react to varying 
degrees of readiness to full scale wartime operations such as crisis planning with
 the use of heterogeneous data types and sources, transfer capabilities, data management
 services.",dii,,
REQ-650,"COE Compliance. XML Services shall be segmented. COE sponsors shall adhere 
to compliance level requirements described in the I&RTS.",dii,,
REQ-651,"In the fixed (static) mode of operation (base or data processing megacenter), the
 data management services shall have the capability of being tuned by on-site personnel
 to adjust for varying workloads and sizes of associated databases. These workloads and
 databases are expected to change more frequently and to a greater extent than for 
processing associated with deployed units",dii,,
REQ-652,"In a changing (dynamic) environment, such as with deployed units, the workload
 and database sizes may be more predetermined (given a more precise mission) and 
require access to fewer data management administrative capabilities than needed in a 
fixed environment. The XS shall have the ability to redefine or reset names of connect 
descriptors to database server instances. Connect descriptors are fully qualified object 
names and include address (protocol/host/port) and instance name.",dii,,
REQ-653,"In a degraded communications environment, there is a need, for example, to 
be able to reset session time-out values if the data management services are being
 accessed by users affected by the communications degradation. At a minimum, the 
session time-out values shall be user definable and be able to be reset prior to 
initialization of a user session. The goal is to provide the option of dynamically changing
session time values based on current communications performance identified by 
capabilities of the network management or DBMS.",dii,,
REQ-654,"End User Mode: Portion of XS services shall be used by various classes of
 users: data consumers, data and database managers, network information infrastructure
 resource managers. Some of these uses of the data management services will entail 
unique requirements that shall be fulfilled within the capability of XS services.",dii,,
REQ-655,"Maintenance Mode: This mode includes modification and/or addition of 
application data segments, user permission, privileges, and restructuring storage
and memory areas. In addition, maintenance also shall pertain to shutdown, open 
not-mounted and online/off-line implementations, modifications, upgrade, or other 
related actions. The data management services shall support managing various types
 of data, database architectures and platforms that includes hardware and software at
 the specified sites.",dii,,
REQ-656,"Training Mode. In support of training activities, the data management services 
shall provide for the same processing as would be encountered in a production
 environment. However, access to the database may be via a training application 
access to the DBMS rather than from the production mission application.",dii,,
REQ-657,XML SERVICES CAPABILITY REQUIREMENTS,dii,,
REQ-658,"The XS shall deliver inter-related components as shown
 in figure 3.2-1",dii,,
REQ-659,"Register Terms and Structures (e.g., tags, DTDs, DCDs)",dii,,
REQ-660,"Producer services A producer is an agent that contributes metadata for inclusion into an
 XML Registry for the purposes of ensuring maximum semantic understanding of a term 
as it appears in an XML document. To contribute metadata to a registry, the producer 
must be able to receive XML registry forms, submit metadata and the related information
 resource artifacts, and notify.",dii,,
REQ-661,"Produce and display submittal forms as part of the Information Resource
 Submittal Package from the web containing the following Information Resource
 artifacts: XML Tag Specification, XML Spec (i.e. DTD, DCD etc.), Sample of XML document
 of the tag to be submitted. The Package is to be compressed and emailed or sent ftp to 
an addressee.",dii,,
REQ-662,"Download Information Resource Submittal Package from the web containing 
forms, instructions, and tools for submission to XML Registry.",dii,,
REQ-663,"Submit prescribed metadata related to information resource type, information 
resource association, status code, data types specified and other related information 
specified in Appendix A within a combination of forms. These forms are part of the 
Information Resource Submittal Package containing the following Information Resource
 artifacts: XML Tag Specification, XML Spec (i.e. DTD, DCD etc.), Sample of XML
 document of the tag to be submitted. The Package is to be compressed and emailed 
or sent ftp to an addressee.",dii,,
REQ-664,Submit metadata by an on-line interactive process,dii,,
REQ-665,Submit metadata by a off-line and interactive batch process,dii,,
REQ-666,Parse submitted XML Registry specification forms,dii,,
REQ-667,Populate XML Registry database,dii,,
REQ-668,"Modify of specified terms & definitions of metadata and status of 
Information Resources.",dii,,
REQ-669,Associate Information Resources specified in Appendix A.,dii,,
REQ-670,Assemble registered information resources to form new components.,dii,,
REQ-671,Assemble new DTDs from current,dii,,
REQ-672,"Produce DTD as an instantiation (others are database schema, message
 definition) for modeling environment.",dii,,
REQ-673,Notify change in Information Resources or authorized producer of tag.,dii,,
REQ-674,Provide a capability to post planned changes to a registry,dii,,
REQ-675,Approve and reject submissions,dii,,
REQ-676,Forward request to different registry,dii,,
REQ-677,"Consumer services. A consumer examines a registry to select a tag structure for reuse in one
 or more applications that will exchange data according to a pre-defined agreement.",dii,,
REQ-678,View the XML Tags with the following relationships:,dii,,
REQ-679,"Ancestor/ Descendant relationship: Provide the capability
 to view a Tag’s origin",dii,,
REQ-680,"Uses/Used by relationship: Provide the capability to view a complex 
Container Tag’s parent/child relationship",dii,,
REQ-681,"Data type information: Provide the capability to view a tag’s data type
 and related information.",dii,,
REQ-682,"Versioning relationship: Provide the capability to view an Information 
resource’s versions",dii,,
REQ-683,"Reference Sets: Provide the capability to view text related to the domai
 values or the related reference set",dii,,
REQ-684,"Amplifying information: Provide the capability to view other information 
resources such as ERwin models, DTDs, documents, etc., which describe or 
otherwise provide amplifying information.",dii,,
REQ-685,View the XML Tags via a tree/hierarchy structure or tabular format.,dii,,
REQ-686,"View the XML Tags by giving the user multiple search 
options to find a specific Tag.",dii,,
REQ-687,"View the XML tags by giving the user the search option to find all 
tags of a given subscriber/author.",dii,,
REQ-688,"Each Information Resource will have its own web page to allow the user 
to view all pertinent information, according to its information resource type.",dii,,
REQ-689,"View the Information Resource Submittal Package containing the following 
Information Resource artifacts: XML Tag Specification, XML Spec 
(i.e. DTD, DCD etc.), Sample of XML document of the tag to be submitted.",dii,,
REQ-690,"Display an XML Tag Specification form to the author of a given information 
resource. This XML Tag Spec will be used for inputting the requesting information
 for a specific Information Resource.",dii,,
REQ-691,"Provide capabilities to download the XML Tags or other
selected Information Resources.",dii,,
REQ-692,"Catalog entities and attributes within servers to enable browsing, 
searching, retrieving of data related to XML sources.",dii,,
REQ-693,Process ANSI standard SQL as specified in FIPS PUB 127-2,dii,,
REQ-694,"Establish rules to ensure maximum semantic understanding 
of a term as it appears in an XML document",dii,,
REQ-695,"Provide a capability to subscribe for notification of changes to 
Communities of Interest (COE) or Information Resources.",dii,,
REQ-696,"create and manage usernames, superusers",dii,,
REQ-697,"Establish acceptable naming convention not to be in conflict with the DOD data 
standards convention and establish a relationship to other naming conventions.",dii,,
REQ-698,"Create a naming structure within the COE architecture to express the context 
and relationship of the naming convention to other naming conventions 
specified in the I&RTS.",dii,,
REQ-699,"Define a set of metadata tags, information attributed to metadata tags 
(meta-metadata) and other related terms for the maintenance 
and control of XML tags.",dii,,
REQ-700,Review/approve submission,dii,,
REQ-701,Monitor changes to data models recorded in Registry,dii,,
REQ-702,pass request off to … (per explicit federation agreements),dii,,
REQ-703,Design the schema for an XML document,dii,,
REQ-704,"Check against standard (e.g., style guide wizard for tags)",dii,,
REQ-705,Use and reference existing tags and associated semantic structures,dii,,
REQ-706,"Use & reference existing tags & associated semantic 
structures (extracted from Registry)",dii,,
REQ-707,create new tags & associated semantic structures,dii,,
REQ-708,interchange w/other design tools & environments,dii,,
REQ-709,Record semantic structure in JTA-compliant formalism,dii,,
REQ-710,Generate standard views,dii,,
REQ-711,Version metadata objects,dii,,
REQ-712,Generate xml & schema documents,dii,,
REQ-713,Generate a document that includes (by ref or by value) a schema,dii,,
REQ-714,"Develop scheme to permit dynamic cross-referencing 
and indexing of XML objects.",dii,,
REQ-715,Generate language (natural language) and charset values,dii,,
REQ-716,Extract views of data,dii,,
REQ-717,"Disassemble document to materialize different query results
 into different tree structure",dii,,
REQ-718,"Transmit sufficient metadata to construct alternate, semantically-valid
 views (e.g., XSL)",dii,,
REQ-719,Consume xml & schema documents,dii,,
REQ-720,"Create validation constraints shall enable a meaningful sharing of
 XML-based schemas and related information.",dii,,
REQ-721,"Extract semantically-valid views from an XML document (e.g., XSL)",dii,,
REQ-722,Disassemble hierarchical view to relational representation,dii,,
REQ-723,The Registry shall provide standard APIs as specified in Appendix B.,dii,,
REQ-724,DATA ACCESS SERVICES INTERNAL INTERFACE REQUIREMENTS,dii,,
REQ-725,The XS function shall provide standard APIs as specified in Appendix C.,dii,,
REQ-726,"The XS shall internally interface (transparent to the operator) with the 
existing data elements 
of the DBIF, DAC, and COTS RDBMS products.",dii,,
REQ-727,REGISTRY SERVICES ENVIRONMENT REQUIREMENTS,dii,,
REQ-728,"The Registry software shall be portable and required to 
execute on COE-compliant platforms.",dii,,
REQ-729,PERSONNEL-RELATED REQUIREMENTS,dii,,
REQ-730,"Not applicable. Personnel requirements shall be determined by the developers of 
the system in which the XS module is embedded",dii,,
REQ-731,TRAINING-RELATED REQUIREMENTS,dii,,
REQ-732,"Not applicable. Training requirements shall be determined by the developers of the 
system in which the XS module is embedded.",dii,,
REQ-733,LOGISTICS-RELATED REQUIREMENTS,dii,,
REQ-734,"The XS developer is responsible for software maintenance, software 
support, and software updates. The DISA Configuration Manager (CM) is responsible 
for distribution of the XS 
product to system developers.",dii,,
REQ-735,PACKAGING REQUIREMENTS,dii,,
REQ-736,The XS software shall be delivered in accordance with DII COE guidelines.,dii,,
REQ-737,PRECEDENCE AND CRITICALITY OF REQUIREMENTS,dii,,
REQ-738,"The following table depicts the mapping of the requirements in Section 3 to their corresponding precedence and criticality code and to other related requirements within the XS SRS. 
The precedence and criticality codes are the following:",dii,,
REQ-739,QUALIFICATION PROVISIONS,dii,,
REQ-740,"COE Software will be qualified through formal validation tests of the 
SRS level requirements. The Qualification Methods applied to the software shall include 
test, demonstration, 
analysis, and inspection (T, D, A, I).",dii,,
REQ-741,"TEST. A qualification method that is carried out by operation of the item/component/I/F (or some part of the computer S/W configuration item, etc.) and that relies on 
the collection and subsequent examination of data.",dii,,
REQ-742,"DEMONSTRATIONS
A qualification method that is carried out by operation of the 
item/component/I/F (or some part of the computer S/W configuration item, etc.), 
and that relies on observable functional operation not requiring the use of 
elaborate instrumentation or special test equipment.",dii,,
REQ-743,"ANALYSIS
A qualification method that is carried out by the processing 
of accumulated data. An example of accumulated data is the compilation of 
data obtained from other qualification methods. Examples of the processing 
of accumulated 
data are interpretations or extrapolations made from the data.",dii,,
REQ-744,"INSPECTION
A qualification method that is carried out by visual examination, physical manipulation, or measurement to verify that the requirements have been satisfied",dii,,
REQ-745,REQUIREMENTS TRACEABILITY,dii,,
REQ-746,Provided under separate document.,dii,,
REQ-747,ACRONYMS & ABBREVIATIONS,dii,,
REQ-748,"ACCS
Army Command and Control Systems",dii,,
REQ-749,"GCCS-AAGCCS
Army Global Command and Control System- Army",dii,,
REQ-750,"ANSI
American National Standards Institute",dii,,
REQ-751,"API 
Application Programming Interface",dii,,
REQ-752,"ASCII 
American Standard Code Information Interchange",dii,,
REQ-753,"ASCII RTF 
American Standard Code Information Interchange Rich Text Format",dii,,
REQ-754,"ASRD AWIS 
Software Requirements Specification Document",dii,,
REQ-755,"ATCCS 
Army Tactical Command and Control Systems",dii,,
REQ-756,"AWIS  
Army WWMCCS Information System",dii,,
REQ-757,"CASS
Common ACCS Support Software",dii,,
REQ-758,"CLI 
Client Library Interface",dii,,
REQ-759,"CM
Configuration Manager",dii,,
REQ-760,"COE
Common Operating Environment",dii,,
REQ-761,"COTS
Commercial Off-The-Shelf",dii,,
REQ-762,"DAC
Discretionary Access Control",dii,,
REQ-763,"XS
Data Access Service",dii,,
REQ-764,"DBIF
Database Interface",dii,,
REQ-765,"DBMS
Database Management System",dii,,
REQ-766,"DATATWG
Data Access Services Technical Working Group",dii,,
REQ-767,"DCE
Distributing Computing Environment",dii,,
REQ-768,"DDL
Data Definition Language",dii,,
REQ-769,"DDS
Data Distribution System",dii,,
REQ-770,"DES
Data Encryption Standard",dii,,
REQ-771,"DID 
Data Item Description",dii,,
REQ-772,"DII 
Defense Information Infrastructure",dii,,
REQ-773,"DISA 
Defense Information Systems Agency",dii,,
REQ-774,"DML 
Data Manipulation Language",dii,,
REQ-775,"DoD
Department of Defense",dii,,
REQ-776,"FIPS PUB  
Federal Information Processing Standards Publication",dii,,
REQ-777,"FMWG
File Management Working Group",dii,,
REQ-778,"GCCS  
Global Command and Control Systems",dii,,
REQ-779,"GOTS
Government Off-The-Shelf",dii,,
REQ-780,"GUI
Graphical User Interface",dii,,
REQ-781,"IAW 
in accordance with",dii,,
REQ-782,"JMCIS
Joint Maritime Command Information System",dii,,
REQ-783,"JOBES
Joint Operation Planning and Execution System",dii,,
REQ-784,"MAC
Mandatory Access Control",dii,,
REQ-785,"MCG&I
Mapping, Charting, Geodesy and Imagery",dii,,
REQ-786,"MIL-STD 
Military Standard",dii,,
REQ-787,"MSB
Most Significant Bit",dii,,
REQ-788,"OS  
Operating System",dii,,
REQ-789,"POSIX
Portable Operating System Interface for Computing Environments",dii,,
REQ-790,"RAID
Redundant Array of Inexpensive Disks",dii,,
REQ-791,"RDA 
Remote Database Access",dii,,
REQ-792,"RDBMS 
Relational Database Management System",dii,,
REQ-793,"RISC
Reduced Instruction Set Computer",dii,,
REQ-794,"SECTWG
Security Services Technical Working Group",dii,,
REQ-795,"SMM
Systems Management Manual",dii,,
REQ-796,"SQL
Structured Query Language",dii,,
REQ-797,"SRI 
Standing Request for Information",dii,,
REQ-798,"SRS
Software Requirements Specification",dii,,
REQ-799,"SSDD
Support Software Design Document",dii,,
REQ-800,"STACCS
Standard Theater Army Command And Control System",dii,,
REQ-801,"WWMCCS 
World-Wide Military Command and Control System",dii,,
REQ-802,"Automatically:
 Indicates processing initiated during execution of other processes, 
but dependent on information and/or parameters to be generated or supplied to 
these other processes. The information / parameters may be data dependent, or 
application dependent, or dependent on a manual process/human intervention. 
It will include controls qualifying the processing involved.",dii,,
REQ-803,"Business Rule:
A narrative description of policies, procedures, or principles within 
an organization. Business rules can be divided in to 
four categories: definitions, facts, constraints, and derivations.",dii,,
REQ-804,Definitions are business rules that define entities and attributes.,dii,,
REQ-805,"Facts are either links (relationships) between entities or associations 
between an entity and attributes",dii,,
REQ-806,"Constraints are conditions about the data that must always be true. 
They are the integrity rules that protect the data in the eventual database.",dii,,
REQ-807,"Derivations are business rules that materialize a new piece of information (often attribute values) from other pieces of information. For example, a mathematical derivation might specify that you can obtain a person's 
age by subtracting his or her birth date from the current date.",dii,,
REQ-808,"Commit/Rollback:
An individual transaction is processed (commit) or discarded (rollback) by the proponent maintainer 
of the data items involved.",dii,,
REQ-809,"Discretionary Access Controls (DAC):
A means of restricting access to objects based on the identity of subjects or groups to which they belong. The controls are discretionary in the sense that a subject with a certain access permission is capable 
of passing that permission on to any other subject.",dii,,
REQ-810,"Dynamically Generated Processing:
Indicates processing initiated during execution of other processes, 
but dependent upon information and/or parameters to be generated or supplied 
to these other processes. The information/parameters may be data dependent, 
or application dependent, or dependent on a manual process/human intervention. It will 
include controls qualifying the processing involved.",dii,,
REQ-811,"Location Transparency:
occurs when the physical location of data is transparent to the 
applications and users of the database system. For example, a view that joins 
table data from several databases provides location transparency because the 
user of the view 
does not need to know where the data originates from.",dii,,
REQ-812,"Mandatory Access Control (MAC): 
Imediates access to an object based on the clearance level of the 
subject (user) and the sensitivity label of the object. (These controls are always 
enforced above any discretionary control implemented by users).",dii,,
REQ-813,"Mirrored Databases:
Replication and maintenance of a database on a transaction basis 
for the purpose of rapid error or failure recovery as supported by the resident COTS 
RDBMS own system utilities and operating system.",dii,,
REQ-814,"Object:
A passive entity that contains or receives information. 
Access to an object potentially implies access to the information it 
contains. Examples of objects are records, blocks, pages, segments, 
files, directories, directory trees, and programs, as well as bits, bytes, 
words, fields, processors, 
video displays, keyboards, clocks, printers, and network nodes.",dii,,
REQ-815,"Proponent Scheme:
Describes the sites at which databases are replicated and also 
who owns and has update authority with respect to the data at each site. It refers to 
proponency at the source and record level.",dii,,
REQ-816,"Redundant Array of Inexpensive Disks (RAID):
A RAID system appears as one very large, reliable disk to the CPU. 
The main reason for using RAID storage is its reliability. RAID has the same 
advantages as 
shadowing and striping at a lower cost. There are several types/levels of RAID 
implementations, including: RAID 0 (known as disk striping), RAID 1 (known as 
disk shadowing), RAID 3 (in which data is distributed in small increments across 
all data disks and adds a parity value to a separate disk for recovery if any disk fails, 
RAID 4 (in which data is distributed in large chunks across all data disks and also has
a single parity disk. RAID 4 intended to overcome performance penalties of RAID 3 for 
small transfers. RAID 5 (in which parity over RAID 3 or RAID 4 implementations), 
and RAID 6 ( in which two parity disks in addition to data disks are used in an attempt 
to further improve performance). In a RAID 5 implementation, the data is stored as are 
check sums and other information about the contents of each disk in the array. If one 
disk is lost, the others can use the check sums and other stored information to recreate 
the lost data. Storage system vendors may provide additional enhancements to RAID level 
implementations to improve performance and reliability.",dii,,
REQ-817,"Remote Data Access (RDA): 
is an ISO (9579) application layer interoperability standard 
(protocol and formats) to support access by an application to a (remote) 
DBMSs over an OSI network. The goal of RDA is to allow interoperability between 
applications (clients) and databases (servers) of different manufacturers so that 
an application is able to read and update data in remote databases via well defined 
standards. RDA defines a set of client and server standards and a mapping of SQL 
commands to these services. RDA also defines an interface to ISO (transaction processing) 
two phase commit TP services in the case where updates to multiple remote databases 
need to be coordinated. RDA does not yet define interoperability between server databases 
(i.e. it is not yet a standard for distributed database management).",dii,,
REQ-818,"Replication Scheme:
Information that precisely identifies DBs, or partitions of DBs, to be 
copied and/or distributed, replication schedules, 
and master/remote sites that are to receive the copies.",dii,,
REQ-819,"Spatial DBMS: 
Geographic information system that organizes and maintains spatial 
data (i.e. data with graphical attributes) in terms of type, scale, location(s), extent, 
topology and geometry. Supports queries of spatial 
data where the selection criteria are defined by spatial attributes.",dii,,
REQ-820,"SRI:
A Standing Request For Information (SRI) is a capability in which CASS monitors for the occurrence of conditions established by an application program, and notifies the calling or establishing application program when the conditions are satisfied. An SRI may 
be one of three types: timer-based, data-based, or message-based.",dii,,
REQ-821,"Subject: 
An active entity, generally in the form of a person, process, or device that causes information to flow among objects or changes the system state. 
Technically, a process/domain pair.",dii,,
REQ-822,"Transaction Journalling:
 Individual messages or database transactions are stored in a journal file, 
which may be a linear 
log file or a circular file.",dii,,
REQ-823,The metadata and procedures are described for the current Information Resource Submittal Package .,dii,,
REQ-824,"Metadata and Related Information
An XML tag may be described as any object and is easily 
created by anyone using a text editor. Although XML is a relatively new 
technology, many developers are already using XML in operational COE 
systems and have already created tags and specifications, many of which 
may be inconsistent with tags used in other systems. So far, the burgeoning 
sets of XML tags have 
created redundancy and irrelevancy, and they lack validity.",dii,,
REQ-825,"XML Registry. 
To ensure interoperability, this registry provides a baseline 
set of tags developed through coordination and approval among the Community. 
The Registry allows a user to browse, search, and retrieve data that satisfy your 
requirements. The Registry has a substring search capability so that the user may 
easily find information resources that meet the criteria. The user may specify whether 
to search for the term within 
the name of the information resource or the definition or both.",dii,,
REQ-826,"Developer's Role.
Developers are urged to review the baseline tags, adopt 
them where possible, and subscribe to future notifications about the tags. If, 
after reviewing the tags in the Registry, you cannot reuse an existing specification 
(a.k.a. Document Type Definition (DTD)) or existing tags, you may submit your 
proposed tag to a Community of Interest (COI) and provide amplifying information 
for all to understand the semantics for its proper use.",dii,,
REQ-827,"COE Chief Engineer's Role.
The COE Chief Engineer will approve a single Point of Contact (POC) 
for a COI to manage the tags within that COI. The COE Chief Engineer will reserve 
ultimate authority to mediate any 
unresolved disputes within all COIs.",dii,,
REQ-828,"The COE Data Engineering Team's Role.
Tags and semantics will be analyzed to identify opportunities 
to consolidate tags towards a single or a minimal number of representations. 
A ""market forces"" model can also guide COE Data Engineering in identifying the weak 
candidates from the strong.8",dii,,
REQ-829,"The Community of Interest's POC's Role.
(The information in the following section is current as of 17 May, 1999. 
Please consult the Registry for the most authoritative list of information resources types.) 
The POC responsibilities will include the transitioning of information resources from one 
status to another. Table 1 lists the valid types of information resources. 
The status levels are developmental, 
candidate, approved, rejected, and retired.",dii,,
REQ-830,information Resource Types,dii,,
REQ-831,information Resource Association Types,dii,,
REQ-832,"For Developers may submit and use information resources within the 
Registry constitutes guidance in the generation and use of XML as an 
authoritative source for approved XML data and metadata components.",dii,,
REQ-833,Review Tags in Registry and decide what additions/modifications to submit (if any),dii,,
REQ-834,Fill out one XML submission document to package multiple Tags,dii,,
REQ-835,"Specify relationships among Tags, provide valid values, and add to submission package",dii,,
REQ-836,Include amplifying info associated with specific Tag(s),dii,,
REQ-837,Zip and attach submission package to e-mail message to: ____________________,dii,,
REQ-838,"Establishing a new Information Resource. Follow these conventions for creating 
new information resources for the Registry",dii,,
REQ-839,Use "XML_Attributes" sparingly,dii,,
REQ-840,"If the term is well recognized outside its container term, designate 
it as an element. Example: CTRY_CD, CTRY_NM, CTRY_ABBRD_NM, CTRY_OFF_NM, 
CTRY_SCP_NT_TX, and CTRY_PSTL_NM 
are all characteristics (ER-attributes) for the entity CTRY. In the relational world, 
they are columns within the table ctry, attributes of the entity ctry in er-modeling, 
and member attributes in object modeling. It would be expected that a submitter 
would identify them as attributes rather than elements. But if they were identified as 
attributes of the element ctry, then the additional baggage (other attributes) must be 
carried, or submitted as separate elements. We wish to limit the proliferation of tags, 
so we strongly urge folks to use XML_Attributes sparingly.",dii,,
REQ-841,"Initially, the Registry will not have keyword, thesaurus, or ontology 
support but it will have a substring search for a number of fields, including definition. 
Therefore, we urge submitters to include enough expressive terms so that COE developers 
would easily find the term they might consider ""natural"" in the definition and find the 
desirable tag for expressing that concept. Example: If the 
registered tag is ORG_ID, the description that includes references",dii,,
REQ-842,EXTERNAL PROGRAMMING INTERFACE,dii,,
REQ-843,"The External Interfaces for the XS SRS are defined as interfaces to non-COE 
components. Detailed information (as specified in paragraph 3.3 of the Data Item 
Description DI-IPSC-81433) defining these interfaces will be specified during the 
design phase of the COE XS architecture. 
At this time such detailed information is unavailable.",dii,,
REQ-844,INTERNAL PROGRAMMING INTERFACES,dii,,
REQ-845,"The Internal Interfaces for the XS SRS are defined as interfaces to COE 
components. Detailed information (as specified in paragraph 3.4 of the Data Item 
Description DI-IPSC-81433) defining these interfaces will be specified during the 
design phase of the COE XS architecture. At this time such detailed information is 
unavailable.The COE components identified to-date are listed below.",dii,,
REQ-846,MANAGEMENT SERVICES API,dii,,
REQ-847,It incorporates other interfaces to:,dii,,
REQ-848,Network Administration,dii,,
REQ-849,System Administration,dii,,
REQ-850,Security Administration,dii,,
REQ-851,DISTRIBUTED SYSTEM SERVICES,dii,,
REQ-852,COMMUNICATIONS SERVICES API,dii,,
REQ-854,DISTRIBUTION AND OBJECT MANAGEMENT SERVICES,dii,,
REQ-856,Distributed Computing Services,dii,,
REQ-857,Data Interchange Services,dii,,
REQ-858,APPLICATION SUPPORT SERVICES,dii,,
REQ-859,PRESENTATION SERVICES,dii,,
REQ-861,COMMON SUPPORT APPLICATIONS,dii,,
REQ-863,SOFTWARE DEVELOPMENT SERVICES,dii,,
REQ-865,INTERFACES TO COMMERCIAL PRODUCTS,dii,,
REQ-866,"The Interfaces to Commercial Products for the XS SRS are identified below. 
Detailed information (as specified in paragraph 3.3 of the Data Item Description 
DI-IPSC-81433) defining these interfaces will be specified during the design phase of 
the COE XS architecture. At this time such detailed information is unavailable.
The three commercial products or environments identified for the COE are the following 
Relational Database engines:",dii,,
